Unnamed: 0,label,texts
979,0,Not a pickup line but my dog looks JUST like yours haha
980,0,"Mine is falling, meet me in the hallway, sign of the times"
981,0,are you mostly busy with classes or do you have a lot of other stuff?
982,0,Oh shit should’ve read your bio first
983,0,wow
984,0,I feel like permanent stilts would be a pretty popular wish from some short kings hahaha
985,1,Are you wet?
986,1,"Yes I want to feel your whole body, It's so smooth, soft, your breasts are incredible.. I want to suck your nipples ;)"
987,0,"i don't normally go anywhere, i get too busy during semester. a lot of people i know go to seven or ritz"
988,1,"Yeah. I know how hard the lockdown is in germany. Maybe we could go to a cafe together some day?

Good night ☺️☺️"
989,1,that's a good idea they're coffin nails
990,0,Thanks means a lot
991,0,but they're called dagwood dogs or pluto pups
992,1,Bet gimme ur snap let’s do this
993,1,Seattle but with a bunch of ppl u alone?
994,0,I am the troublemaker but missed it
995,0,"normal rock is alright too, my current favourite jack white lazaretto"
996,1,I like that. So u wearing much?
997,0,Let’s give 12 months
998,0,Honestly akpsi wins in that regard tiddy milk for everyone
999,1,"Have you ever been with someone 6' 5""? Or similar height?"
1000,1,right in the middle
1001,1,SAME!
1002,0,Yeah feeling good! What major are you?
1003,1,Oh god I want to fuck you so deeply
1004,0,indie?
1005,0,ha thanks😺
1006,1,hi 😺
1007,0,hipster?
1008,0,"not really charity work, we're paid in sausage sizzles"
1009,1,feel free to add me on instagram
1010,1,Snap ?
1011,1,"You’re pretty cute, I’d definitely hold your hand in public"
1012,1,"Working my way down your collarbone, your breasts."
1013,1,Can you DP?
1014,1,"I am going to cum, but you can close your eyes and let me cum in your mouth"
1015,1,"well you wouldn't believe the arrogance of the ivy leagues, our little group of 8 is a pawn"
1016,1,I'd be forever grateful for your expert guidance and dazzling smile.
1017,1,"  I would love to learn how to cook with you, and maybe we could teach each other a thing or two    "
1018,1,can you come over & eat me out?
1019,1,You. Me. Lots of flowers. And we embrace each other until sunrise
1020,0,? I haven’t changed my photo since downloading
1021,1,"Your really cute Jessica, you're smile is very pretty!"
1022,0,"no, i think the year 7s still go every year...kind of a long running tradition apparently"
1023,0,i got that name like 6 years ago
1024,0,"yeah i like melbourne, but i'm not entirely sure i'd know what to do if i didn't go to uni"
1025,0,cigarzzzz
1026,1,I love the earth. Let’s save water and shower together.
1027,1,pressing harder and harder on your g-spot
1028,0,you can make this clump that looks like another dog?
1029,1,Girl I’ll be the one holding you to things.. like my kitchen counter. My bed. Maybe even a wall or two (but no time to relent.. keep things going and have fun!)
1030,1,I want to spread your legs and eat out your wet pussy
1031,1,"Gawdamn. Wish I had this earlier, I already came thinking about you when I was in the shower (It IS ok to bring this stuff up if you’ve hit that point with a girl)"
1032,0,i have an epiphone
1033,0,haha does that ever end well?
1034,0,I appreciate honesty in the bio
1035,1,God that is so hot
1036,1,Jon is sexy
1037,1,And harder
1038,1,it's so cute and i like the nylon strings
1039,1,It looks like you had a great time this weekend
1040,0,Always one step ahead
1041,0,how's the pet detective thing going?
1042,1,"I don't mind if you set the pace with your hand on my head, either."
1043,0,We close
1044,1,inanimate objects?
1045,0,I see why you might think that
1046,1,Yes sir
1047,1,being around you makes me go crazy
1048,1,Rub harder and harder in circular motion
1049,1,"Will you do that for me, babe?"
1050,0,i'm in 3rd year undergrad science
1051,1,Tonight you will not move from there until I make you come with my mouth
1052,0,YES EXACTLY
1053,0,Hey you dropped this
1054,1,Mmmm.. tell me where you want them.
1055,1,went to uni to do some volunteering 😸
1056,1,Dripping.
1057,0,If we go to chipotle you best expect me to order the Quesarito
1058,1,A 13” difference is no big deal right?
1059,1,XX..
1060,1,And rub your finger on my clit..
1061,0,ahh
1062,0,L
1063,1,i wouldn't try and compete with a vacuum cleaner
1064,1,I wish you could be there to hold my hand and keep me company while I'm getting my teeth cleaned    
1065,1,U made my heart skip a beat
1066,0,i mean i know ballerinas wear those pointe shoes and weird nude bodysuits but i don't think that immediately means homosexual...haha
1067,1, I wish I could bring you with me to meet my grandparents and show you where I come from    
1068,0,It do be like dat
1069,0,my mom used to live in canada
1070,0,If you can figure out a way to hide a horse behind a box that size I'll be very impressed. Are you still at college or have you graduated yet?
1071,1,"Push gently baby, open your asshole for my big dick."
1072,0,Awesome. You're in Boston are I'm guessing?
1073,0,"melbourne IS a small place, i'm having an existential crisis about my major and high five for unemployment"
1074,0,"yes she's alright if you get beyond fancy 😳
life in film is somewhat bloody slow with their releases, some kind of record deal bustup, apparently they're very smiths-y whatever that means"
1075,0,We neighbor the Brits and were also oppressed by them
1076,0,what's your favourite record
1077,1,OMG you better be jerking off.
1078,0,a friend of mine is from nsw but is down here for uni and she misses her GR like crazy
1079,0,Awww cute!! I have 2 shelties at home but I’m living in U district rn
1080,0,lol that never works
1081,1,YES I love these type of profiles haha bonus points for the rainbow numbering
1082,1,I promise
1083,0,haha the swedish also make good food too
1084,1,sliding down your legs. After that I want to gently circle your clit and I won't stop until you tell me to
1085,0,um sorry...?
1086,1,I'm having trouble thinking of a first message. Can you help me out?
1087,0,"CoQ 10 too if I remember correctly. Ironically my migraines ended up being caused by a magnesium supplement I took, and it was months before I found the connection because it didnt make any sense."
1088,0,I have a friend with 2 A’s
1089,0,i don't think i'd fit
1090,0,nice to the mountains
1091,0,Pretty good! I worked all day so pretty boring overall lol but hbu?
1092,0,Pretty well! Quarantine is a bummer but what can u do lol
1093,0,misuse of puppies.
1094,0,Hey odd question but did you go to Mount Si? I feel like you look kinda familiar lol
1095,0,which ones the best then?
1096,1,I really want to suck on your tits. Then fuck you (I save the overt sexuality for when it’s appropriate)
1097,1,What color?
1098,1,I see..
1099,1,I touch your 'tip' with my tongue ;) It's oozing pre cum ;)
1100,0,"i did come across people looking for a threesome, and some BDSM enthusiasts"
1101,0,What are you into besides jeopardy and smash?
1102,0,Damn it do be like dat
1103,1,what are you doing on tinder?
1104,0,You got beer pong I got flip cup let’s run the tables
1105,0,i don't know what the female population of tinder's like but i hear there are a lot of spambots
1106,0,lol no i'm not stupid i know what you're getting at
1107,1,Hey don’t make promises u can’t keep cuz I’ll hold you to it silly boy. Yeah color run was this morning (Phew)
1108,0,"i'm volunteering at uni, teaching disadvantaged vce kids so i was making notes for that"
1109,0,I'm not really an extravert but talking to no one other than my mom does get a bit old
1110,1,🤩👀🤩👀
1111,0,canada's cold
1112,1,Dunno if I can get it all in but I will try.  😉
1113,0,hahaha do people actually think that?
1114,1,🐶
1115,0,🙈🙈🙈🙈🙈
1116,1,You have a talent for making my taste buds dance with joy.
1117,0,"after, i think"
1118,1,So are you flying to me or am I flying to you?
1119,0,did you get that last picture from tumblr
1120,1,Sleep good
1121,0,That’s good to hear! Highkey whenever I see you message me I think exactly what my first message says haha
1122,1,“I’m so fuckin’ hard right now.”
1123,0,"i used to, went to newman for a semester"
1124,0,I like it a lot here! Weather is insanely good (on days when you can breathe without damaging lungs). Other than that I havent really been able to experience much because of the coronavirus and the fact that I am too lazy to do stuff.
1125,1,I would like to know ;) Your so pretty;)
1126,0,What’s tik tok?
1127,1,It’s only fair I get to ride your shoulders sometimes tho
1128,0,Hey McKenna
1129,0,65 year old Noah will be SHREDDIN the waves
1130,1,How much parks and rec is too much?
1131,1,And you'll scream and squirt everywhere
1132,0,*?
1133,0,hilarity ensues
1134,0,No lol
1135,1,Do you wish I was right there with you right now?
1136,1,"Hey Madelyn, you have a great smile!"
1137,1,Do you want to work together 
1138,0,"Haha. Can relate. Well, sleep is lot something to play around with I say. It makes a world of difference."
1139,0,OMG
1140,1,"I wish I could spend the day running errands with you, just so I could have more time with you."
1141,0,uni's hard like that. are you at uni as well?
1142,0,teles?
1143,1,"And it’s perfect because I’m also super high maintenance,  don’t understand sarcasm, and have no sense of humor"
1144,1,Slowly up to your left ear — my voice and hot breath:
1145,0,Let’s choose someone to hang up on no matter whT
1146,1,Take me to the bikini barista and call it a date
1147,1,(sometimes I squeal!)
1148,0,The only Spotify playlist I have is “it really do be like dat”
1149,0,"cool, what major?"
1150,0,amateurs
1151,0,Let’s rig one night
1152,1,My pussy is just tooo wet..For you
1153,0,We’ll just mix em all together and have good ol 4 loko jungle juice
1154,1,Lets swap playlists and make assumptions about each other
1155,1,I’m not wearing any
1156,1,Like chocolate 🍫
1157,0,Yeah I’m staying up here haha
1158,1,I’m with family right now… Damn or else I would
1159,0,doge
1160,1,OMG FLUFFEH
1161,1,And then I’m gonna fuck it.
1162,0,I can barely read about politics without getying angry
1163,0,they're beautiful
1164,1,I'm about to get a shower.
1165,1,My rhymes: the sickest      My ass: the thiccest
1166,1,it's far too early 🌞
1167,1,Rawrr… Yummy but I want more
1168,1, your taste in everything is exquisite it matches your incredible personality 
1169,0,haha ja'mie
1170,0,Deal
1171,0,are you at uni?
1172,1,"But now I want to lay u down, and I want to feel your clit.."
1173,1,"I am! OMG so nice. I’m on my back, knees bent."
1174,0,Vitalis serves one purpose and it serves it well - to get fucked up
1175,1,is there anything you cant do your skills are so impressive 
1176,0,but that's impossible to get into
1177,1,Moving my tongue in different motions and using my fingers to put pressure on your clit
1178,1,But yeah u do (think she meant i here)
1179,0,"also soy milk, but that tastes funny"
1180,0,It's not too bad - I have work every day this week but Thursday which isnt the best but my family is on the east coast anyway so it doesnt matter much
1181,0,glockenspiel?
1182,0,"good news for people who like bad news, kind of the extent"
1183,1,Hey boo
1184,0,it's easier to do with cats
1185,1,saying that in the least macabre way possible
1186,0,lederhosen isn't a person
1187,1,I choose 4 👀
1188,1,We’ll have to practice first 👀
1189,0,but maple syrup
1190,0,"yes, that and throat cancer"
1191,0,swotvac is when i get really stuck into it
1192,0,I feel like my entire day kind of blends together cause I have nowhere to be and before I know it a full day has passed and it's not clear what I've really done
1193,1,do you want to go out for a drink
1194,1,Whatever you want your prize to be I can provide
1195,0,happy to help!
1196,1,I’m drenched.
1197,1,Guess I win 😉
1198,0,"*scroll down* ""Make it so there's more of my guitar and less of everyone else's shit"" - Wilson Jones"
1199,1,"I can't wait to have you inside me while you play with my clit, ramming me so hard and making my legs shake. I want to be gasping for air while begging for more"
1200,0,isn't it eleven herbs and spices?
1201,1, I would love to dance with you and let you lead me to the rhythm of the music    
1202,0,"not a lot of essay writing, really"
1203,0,Can you tell me what FDT stands for I have been trying to figure this out for like 3 minutes and I'm dying to know
1204,1,That soft girl playlist is the MOVE haha damn our music tastes align
1205,0,you wouldn't know a guy called jeremy pattison would you?
1206,0,what does gainfully mean?
1207,1,Well you know how to turn me on
1208,1,No live music tho sadly the budget didn’t stretch that far
1209,1,Two matches for one swipe? Black Friday deals came early
1210,0,high 5
1211,1,Fuck my cock.. Aaaahhh... Fuck I climb on top and just tease the entrance to your pussy...
1212,0,"alright, went out to dinner with my parents"
1213,1,Push it in?
1214,0,matt berninger's voice is 👌
1215,0,"and i eat all other dairy products, it's just milk that gives me abdominal pain"
1216,0,i am shit
1217,1,I'm going to go for another load
1218,0,Oh that’s so dope!!
1219,0,Fuck yeah I'll go on frequent trips to goodwill with you
1220,0,and candles smell better than electricity. i like vinyl which is basically obsolete but if you'll believe it vinyl sales and production have been at an all time high
1221,1,your laughter is music to my ears its so infectious 
1222,1,What's your recovery time like?
1223,1,<burying my face between your legs>
1224,0,safari? or chrome or whatever web browser it is?
1225,0,We can switch back and forth
1226,0,like do ballerinas do plays or musicals and stuff?
1227,1,🙀
1228,0,I have extra respect for women who message first
1229,1,but which faculty is the best for bad jokes?
1230,1,Were a perfect match
1231,1,dear god no kangaroos are vicious
1232,0,where is that et bicycle?
1233,1,If they’re available those are the ones we’ll get 😂 god imma die tmrw
1234,1,What? A girl saint..? That’s not right. 😉
1235,0,such fun
1236,1,I play with your 'head'. Then I swallow it down my throat ;)
1237,0,our taste buds have like nothing in common
1238,0,because
1239,0,I too disappoint my parents
1240,0,well.
1241,1,Lol
1242,0,What good traits of your balace it out?
1243,0,but could 5 V elecrocute someone?
1244,1,Mhmmmmm....
1245,0,for the lols...
1246,1,Okay dead mouse lol!!! (sent pic wearing Deadmau5 mask)
1247,0,Imma be really happy once ppl can start hanging out in large groups again haha
1248,0,It better be a really lit wedding
1249,0,nice to meet you mr goat
1250,0,yep. many splinters.
1251,0,apparently the costumes were really itchy
1252,0,where in canada are you from?
1253,0,It’s whatever your chipotle order is but instead of a tortilla it’s a quesadilla
1254,1,it was insanely crowded. did you have fun?
1255,1,Your snap is crazy
1256,1,😸😸😸
1257,0,Hahaha damn it you got with me the or. Either way I was bluffing you would probably wack me at both.
1258,0,how is that possible
1259,1,"5' 11"" dudes could never"
1260,1,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard cock"
1261,0,The top shelf is the best that’s where the best alc is kept ofc
1262,0,rolling stones?
1263,0,Peach <<<
1264,1,"Shh shh just say ""Thank you, daddy"""
1265,0,Tbh his first album is top 3 of mine lol I could listen front to back without skips
1266,1,liquid filled record < record named liquid 😜
1267,0,^
1268,0,✉️
1269,1,what do you want to photograph?
1270,1,I'd rather spend my afternoon getting lost in your eyes.
1271,1,"Spreading for you, baby! Oh please baby oh please eat me up!"
1272,1,and slowly spread you open
1273,1,I wish I could admire art with you and see the beauty of the world through your eyes    
1274,1,Let’s have a baby
1275,1,"plus customs would be a nightmare, can you imagine them wrangling a pegasus?"
1276,0,booze enthusiasm
1277,1,nice nails 💅
1278,0,Howdy 🤠
1279,0,i lived at college for a semester but i couldn't stand it
1280,1,I'd still cuddle with you even if you had a million cats.
1281,0,what are doing now? garage-banding?
1282,1,"No, do you have a dildo or a vibrator? I want you to put it up your ass."
1283,1,they're pretty cool...at a distance 🙊
1284,0,I think it runs in my family - my mom is also an absurdly fast typer. Doesnt hurt that I also played piano for most of my life and spend an inordinate amount of time on my computer.
1285,0,haha are you at uni too?
1286,0,LMao damn it do be like dat
1287,0,"nice, i'm volunteering this summer as well"
1288,1,I would rather hold your hand tightly during a scary movie than watch it alone.
1289,1,"If I'm around you, we won't have a problem making sure I'm ""well lubricated"""
1290,1,I think so too
1291,0,Is the last name Satan?
1292,1,You’re pretty cute I’d definitely hold your hand in public
1293,1,No I just bought this phone Tuesday. I lost my phone that night honey
1294,0,good i'm currently standing in line at corner
1295,1,Haha… That’s my twin!!! How did u know:)
1296,0,your name's spelt funny
1297,1,A blowjob? Not my eyes
1298,1,Send me more pics they give me.. ideas. Lol
1299,0,How are you?
1300,0,Arent you supposed to be legally representing chickens not eating them?
1301,1,Mhmmm I like it... Say dirty things to meee...
1302,1,So is the dowry negotiable or what
1303,0,uh maybe but y'know stranger danger
1304,1,"I was planning on going out, but the weather is making me want to stay in with someone cute and cuddly like you."
1305,1,"from a certain angle, it looks a little like a llama"
1306,0,I feel that it can be hard to overcome the insecurity. Ur Killin it tho Liyana
1307,0,Fuck yeah
1308,0,It’s more of a manifestation than a reality unfortunately
1309,0,"Okay I’ll be real, I’m trying to figure out which should be my first pic on my tinder. Help me decide?"
1310,0,are you at uni or...?
1311,0,Oh fuck next time I’ll buy off your recommendation 😂 my roommates decided they wanted 4loko tonight and tbh it may be cheap but probs not worth
1312,0,Never a bad investment
1313,0,You go to UChicago
1314,1,then work my way in
1315,1,My cock is aching though for it but I don't care..
1316,1,I don't care
1317,0,V is an energy drink...
1318,1,are you american? your photos have a 'murican theme
1319,0,tequila is the second worst alcoholic beverage imo
1320,0,Gotta do what you gotta do
1321,1,Can you orgasm from it?
1322,1,Cute.
1323,0,breaks down into its composite sugars
1324,0,it's like an oktoberfest costume
1325,1,Is that weird?
1326,1,You know what I want. Send it
1327,0,Top 3 albums of all time?
1328,0,All good haha I’ve just been working too so pretty routine
1329,0,What are your top three recipes? I have to diversify from only cooking spaghetti
1330,0,Same here
1331,1,I'd much rather spend my time working on a future with you.
1332,1,Perfect if it means more Rose then I’m always down
1333,1,I'd like that ;)
1334,0,Oh that’s so cool! Miss corona needs to leave smh
1335,0,which was funny for like a second...
1336,1,Size doesn't matter when you're horizontal anyway
1337,0,damn that's right 50% of the time
1338,1,"I'm afraid, not now. ;)"
1339,1,Know of any nursing jobs out there by any chance?
1340,1,😹
1341,1,haha it looks just like a rocking horse i talked my mom out of buying a while ago
1342,0,far too many people are curious about it
1343,0,and then i tell them
1344,1,baby just get here so i can fuck you how you like it
1345,1,Sooo like let's do that v soon please?
1346,0,"mine's pretty humble too, i only started collecting about a year ago"
1347,0,i'm just curious
1348,1,Hey hey :) how are u
1349,0,Hmm okay fair fair I was just a bit off. Alright my turn
1350,0,It’s been 3 days and tbh I’m still tryna figure out the bio. What does it mean?
1351,0,i only do it sometimes 🐶
1352,0,"I see, at least its transparent haha"
1353,0,how was your day?
1354,0,i wish my grandparents had cool records
1355,0,Kill naisha
1356,0,Alright which flavor tho
1357,1,Rub your clit soft and gently
1358,0,"i am better on a miniature guitar, also known as a ukulele"
1359,1,Anushka you stole my heart can you give it back?
1360,1,I might be moving out there soon just gonna see if I can get a job first
1361,1,well those sly bastards
1362,0,"and tinder isn't for the last option, if anyone's that stupid."
1363,1,"Hello, sweetie… what’s up?"
1364,0,"Mine are Blonde by Frank, Harry Styles by Harry Styles, and Ctrl by SZA"
1365,0,what kind of sound do you make?
1366,0,he had a nasal voice
1367,1,Snap
1368,0,i think it was given to us by someone a really long time ago
1369,0,Also when they have extra food from events CIT 4th floor kitchen
1370,1,I miss your big dick in my tight wet pussy
1371,1,What’s going on gorgeous we’re headed to a lil get together
1372,1,nice dog
1373,0,well russia fucked them over pretty bad 🙀
1374,1,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, fucking me until I cum on your cock"
1375,0,isn't that a canadian thingv
1376,0,yes that makes sense now
1377,0,Haha that’s my roommates favorite but I agree it’s kinda ass
1378,0,i like slothing around...once semester starts i won't have much time for that 😸
1379,1,"😂 Most frats have like a sacred pong table, paddle, etc."
1380,0,i'd say hi
1381,1,😿
1382,1,"Suck my cock, please"
1383,1,OK I’m back (dropped the phone).
1384,0,first year biology?
1385,0,3rd this year
1386,0,I really like Ciroc tho
1387,1,Licking every inch of your full left tit before taking that perky nipple into my mouth!.
1388,1,"please, I need your cum"
1389,0,oh god that's grisly
1390,0,i'm well aware
1391,0,"Yeah new york city is something you have to experience. There is really nowhere like it, at least in America. I would never want to live in there but it's fun for like two days hahaha"
1392,0,i'm not being annoying
1393,0,"yes it annoys me too, mine's cream so it used to happen all the time when she was a puppy"
1394,1,Got my*
1395,1," I wish I could read a book with you in the park, and steal a kiss every time we turn the page    "
1396,0,unless someone passes out on the pile of kindling
1397,0,liquid filled record...
1398,1,"i'm in science, we like to laugh at arts kids"
1399,1,We’ll u have fun watching the game. I’m meeting the girls for a gym session 🙂 let’s keep in touch though
1400,1,😂 it be like dat
1401,1,Let’s swap Spotify playlists and make assumptions about eachother
1402,0,it's getting kind of old
1403,0,I’m good! I got off work and passed out lol
1404,1,The tall shelves at Costco stand no chance
1405,0,Are you still playing violin/doing other music stuff?
1406,0,Third
1407,0,"nice, i'm still waiting on the sequel"
1408,0,It’s more of a wish than a reality sadly :(
1409,1,Hi ms nurse
1410,1,"Mmmmm…. my pussy juice is sweet, baby, and there’s so much of it for you."
1411,0,I've always wondered what its like to be a woman on tinder
1412,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
1413,0,"um thanks, i think the word you're looking for is astute"
1414,0,Haha hey Milena
1415,1, i cant resist your charm and wit its so endearing 
1416,0,thank you...?
1417,0,bloodbuzz ohio
1418,1,Can I see proof of your candy crush world ranking
1419,0,"Noah sent you a special message.
Update the app to view the message."
1420,0,hahaha freaky shoes?
1421,0,what are you up to this hols?
1422,0,i'm at a friend's house watching jackass 3
1423,1,Then do it.. I want it inside..
1424,0,then i graduate and off i trot to postgrad
1425,1,Your kids are gonna be cute one day
1426,1,"Take it, baby. That’s me. I’m in your ass and you feel perfect."
1427,1,Hey you dropped this
1428,0,UBC is kinda hype tho I’ve been around there a lil bit and it’s always great
1429,1,Really wow? I’m In a car right now with my girls lol
1430,0,i'm alright with memorising but i just like dissection honestly
1431,0,but how does the beer flow through?
1432,0,When are you going to bed then? ☺️
1433,0,same i had to get up at 8 tonight
1434,1,done babe.. ;)
1435,1,I would love to read a book together with you and discuss it over a glass of wine.
1436,1,Please throw me up against anything and everything
1437,0,A white claw mixed with a monster energy drink really
1438,0,british chick?
1439,1,Thank u! U have a very nice smile
1440,0,i did intro micro in first year (big mistake) and nearly everyone in my tute was doing that
1441,0,I'm a professional
1442,0,i feel that moustaches have become overhyped in pop culture
1443,0,"path is just a major, i'm looking to go to med school afterwards. you can't qualify as a pathologist without a medical degree, but i think path leads you into research"
1444,1,I'm giving it everything I have on my tongue... I'm sucking your clit like crazy... Mhmm...
1445,1,Me: I may have to fuck you from behind for a while too
1446,1,it's great much better than drinking the stuff
1447,0,He makes me uncomfortable on tik tok
1448,0,Your beauty is what did it
1449,1,"um the national, jack white, charli xcx (don't laugh), karen o, jake bugg and all that jazz"
1450,0,That's really cool and interesting!
1451,0,This ranking is ass
1452,1,Fuck mee sooo hard that I won't be able to walk for dayssss...
1453,1,there's always the ikea cookbook if all else fails
1454,0,Hey wassup
1455,1,I keep matching with Sophias. Why do you guys like me so much?
1456,0,cates and doges
1457,0,"punk is good, but it's kind of massively broad. are you any good?"
1458,1,and rub up and down
1459,1,Where it's nice and wet waiting for you
1460,0,Kim K and Kylie Jenner status instantly
1461,0,labelling is how we understand the world.
1462,0,No no no
1463,1,What you getting belligerent at xs? Lol wish I’d been there to take advantage of you! :p
1464,0,🥺👉👈 Simpin is the best way to my heart
1465,1,"Gliding my tongue, flicking your slit."
1466,1,over and over
1467,0,dude you clearly don't know what singularity is...
1468,1,sweet wallpaper
1469,1,Why didn't you watch the game with me last night
1470,0,which is always great fun
1471,0,but those are for cars
1472,0,you're trolling me
1473,1,I want to make your pussy raw and cum in your face. You're such a dirty bitch and you're all mine
1474,1,"If I was, I’d be kissing on your neck."
1475,1,"I would love to spend a day at the beach with you, soaking up the sun and playing in the waves."
1476,1,Could you do one really important thing for me though love?
1477,1,And then pinch my nipples as hard as I can.
1478,0,Aw that’s a good one
1479,0,hahaha
1480,1,Sounds nice;)
1481,1,Or you can just ride on my shoulders if you prefer
1482,1,"Covid has bad eyesight, so as long as you kiss at night you’re safe"
1483,0,is it? i was lobbying for biscuit but i lost
1484,0,Also keep sauce and spaghetti in different pockets
1485,0,Many
1486,1,ohhh fuck!
1487,1,So what you doing to yourself? Hard as fuck ;)
1488,0,Natasha hows ur life going -10 to 10 hit me w it
1489,0,Yikes 10 PM you hate to see it
1490,1,I will
1491,0,"i mean, vocab is kind of important."
1492,1,"Hey Alexandra, I appreciate the super like :)"
1493,0,haha i'm just weird and i thought i'd point it out
1494,0,"I did it before with grape and fruit punch, fruit punch was not the move"
1495,1,http://australianmuseum.net.au/Drop-Bear hey if you're a tourist i suggest you avoid dropbears
1496,0,that's kind of a personal question
1497,0,"laneways have food, duh"
1498,1,"lol a pounder, i've seen someone eat that"
1499,1,"poor thing, it's probably the acid rain"
1500,0,Ofc ofc gotta put all the time I waste on tik tok to good use
1501,0,Math ehhh any English or papers tho I’m about it
1502,0,Wbu
1503,1,Punk
1504,1,The biggest shame. I could only imagine what kind of trouble we would get into
1505,0,weimaraner?
1506,1,I just want it to feel good
1507,0,recovering from persa last night
1508,1,"up past it, down over it, then stop right before i pull out"
1509,0,"Socks are safer, but access time is greater. For me, the tradeoff isnt worth it."
1510,0,omg luna park i haven't been in so long
1511,1,That’s too nice I could say the same for u 👀
1512,1,well how else do they get them all the way from sweden?
1513,0,"melbourne, science kid"
1514,1,I may be a pussy but it's not going to stop me from messaging you
1515,1,"Thong, baby. Black lace. Sheer and snug."
1516,0,okay
1517,1,Me: Yeah my place is on eastern and flamingo
1518,0,It’s my second day here ion know either
1519,0,What flavors do u suggest
1520,0,I’ll get the lokos you get the skee ball
1521,1,Lmaoooo hi Hailey
1522,0,i didn't know people liked getting smashed on wednesdays
1523,1,Just a good feeling 😏
1524,1,Damn girl I wish I was your student
1525,1,Me: I’m going to tear you up (lol. Sexual aggressiveness is a HUGE turn on for girls.)
1526,1, your heart is as beautiful as your looks 
1527,0,"well that's not going to end terribly well for you then, is it?"
1528,0,in the interests of full disclosure i cannot catch a frisbee
1529,0,I apologize that my ancestors are not of your preferred nationality
1530,1,I could use a little stress relief from a stunning person like you.
1531,0,kind of but it goes by a different name
1532,1,Who needs sleep when there are so many other fun things to do?
1533,1,your selfassurance is admirable its so sexy 
1534,0,I’ve gotten so used to claws from my roommates but Highkey I had a truly that tasted just like a Capri sun
1535,1,sides and fuck me hard and fast
1536,1,including the guy who is into bdsm
1537,1,It really depends on recent masturbation tendencies but idk 5-10 min probably?
1538,1,I'd love to curl up with you and get lost in a good story.
1539,1,your consideration and kindness are a rare find its so attractive 
1540,0,not norwegia
1541,1,Between my legs.
1542,0,"i didn't know melbourne had anything horribly exciting for research, unless it's coffee"
1543,1,*serving suggestion*
1544,0,LMAO this is mine don’t make fun of the photo 😂
1545,0,What’s your favorite thing about SF?
1546,0,What are you teaching?
1547,0,yeah and the angel hologram
1548,1,🐦🐴
1549,0,did you know there's goat porn on the internet?
1550,0,Okay I see you we matched on one!
1551,0,And that fizzled out pretty quick
1552,0,Big fax
1553,1,I want you to fill my pussy with your thick cock so bad love. And I'd love to do this all with my pretty purple princess plug in.
1554,0,i've been watching blacklist
1555,0,those sherlock hats look ridiculous
1556,0,Hey if u don’t have underlying heavy anxiety are you really living?
1557,1,I'm just gonna lightly wrap my hand around your hair to keep it out of your face and keep a little control over that pretty little mouth
1558,0,It’s all good all the aunties love me
1559,1,It’s heaven.
1560,1,I'd love to explore new horizons with you and banish boredom forever.
1561,0,i did first year biol that's it
1562,0,cool
1563,0,Same here. Do you have any idea what your going to do afterwards? Boxes arent free these days
1564,1,"Santa Paula, close to L.A"
1565,0,"i'm doing a pathology major, which is less interesting than it sounds"
1566,1,There’s no other eay
1567,1,U tryna meet tho? I’m down
1568,1,YES
1569,1,I'm stroking my hard cock thinking about you
1570,1,Fwb
1571,0,"psych is the best, i wish i hadn't forgotten quite so much from year 12 tho"
1572,0,we don't have that as a major
1573,0,what are you doing with all that furniture then?
1574,0,"nah, it's mostly theory"
1575,1,"Are you from Iraq, cause I want to see you Baghdad ass up"
1576,0,I would keep your spaghetti safe Oliveia
1577,1,In fact I have never done as much as hug a girl
1578,0,i don't comprehend
1579,1,My back is arched just thinking about that
1580,0,Definitely a chatmer
1581,0,have you heard of his liquid record?
1582,1,Oh baby
1583,1,lol so your name sake is a plant?
0,0,Why do u say that Kat
1,0,Hey Lizzie what’s ur most played song on Spotify this week
2,0,Haha drivers license for me too but most recently Dangerously in Love by Beyoncé
3,0,Frank is always on repeat tho
4,0,Aw thank youuu I see u like Frank too what is your favorite song/album?
5,0,Blonde 🙏🙏 I would choose blonde too haha but it always changes for me! I’ve been on Godspeed for a while but tbh u can’t choose a wrong song
6,0,"Frank was at the top of my Spotify wrapped, I was v proud"
7,0,Ooo lemme give you my top 5
8,0,"Frank, SZA, Harry Styles, Rex Orange County, Giveon"
9,0,Ooo fair fair. This last month my most listened to artist is actually Whitney Houston haha
10,0,I need to listen to LANY tho
11,1,This is both a compliment but also makes me question my entire life
12,1,"🙈 haha long time, whatchu been up to"
13,1,"🙈 haha long time, whatchu been up to"
14,1,"🙈 haha long time, whatchu been up to"
15,1,"🙈 haha long time, whatchu been up to"
16,1,"🙈 haha long time, whatchu been up to"
